web-scraper-order,web-scraper-start-url,Link,Link-href,Job_Title,Location,when,work_place_and_other,Requirement,Skill
"1726208548-16","https://www.linkedin.com/jobs/search/?currentJobId=3984543090&geoId=102478259&keywords=Mechanical&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true","Mechanical, Electrical, Plumbing (MEP) Project StaffMechanical, Electrical, Plumbing (MEP) Project Staff","https://www.linkedin.com/jobs/view/4012009467/?eBP=CwEAAAGR6d1O5S3JXkOit5hufE9-jOyc3vuePKEERVLbUzQLfMk75x3iOGCs7FXY4wQEAFDYkjBsUSdIqthv_hJshUS5NcsNn1slxGNOZRQvotVHVFXIKtQAoBsTvc2crU8vQE-IkDw-_D6cIUDlchu9U1JHpz-sP_xV7l3evQDqJs3oRiEF1UL6yc3KnHRnsy7MtqfUZAm3Q8lyOVlAX5moDqqv53Hoa_gGPLgDlvDtJLlfUt71UoQM7-nrBh_H-C23bkS2BU7DwK_tXwA_Dth-fN83V3umNZjIifCXaepbMxbkeKZRyDWc3RrJpM2lHja04QE8Y1sIc3ddWfjiwe-6a1yGVV1jfZ_efedgavP7M6c1RfAlZND_3xfrSKQT8GPO6iPCBhby7k10Efq0gpIc2x8By8N1Y7vmUI98qFhTjtAtReUAEE5mLESH6q_9FZO4z5Bt3ciuOJ1LX8ioGkTom74&refId=VpVLbUo%2BSFttinyWcgUXNQ%3D%3D&trackingId=1aiaDMAJIjLYZLsti%2FNwZw%3D%3D&trk=flagship3_search_srp_jobs","Mechanical, Electrical, Plumbing (MEP) Project Staff","Kota Tangerang Selatan, Banten, Indonesia","2 weeks ago","On-site
                              

                              
                                Full-time
                              

                              
                                Entry level","Assist in the planning and execution of mechanical and electrical projects.Coordinate with engineers and project managers to ensure project milestones are met.Responsible to provide daily and weekly progress reports related to project workConduct regular daily and weekly inspections of all equipment.Check and report meter readings (gas, water, electricity).Responsible to perform preventive maintenance for equipment and cleaning equipment.","Problem Solving"
"1726208573-17","https://www.linkedin.com/jobs/search/?currentJobId=3984543090&geoId=102478259&keywords=Mechanical&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true","Kepala Mekanik AC Mobil - TangerangKepala Mekanik AC Mobil - Tangerang","https://www.linkedin.com/jobs/view/4006527032/?eBP=CwEAAAGR6d1O5ZmvcQT7NgWEEO8nf4dYPIm8h-I65_Tej8hxDUc-Ibl_ku9yDK_eargL0-3NR6obgzYoSzP0KynLTBjGJoeOM4dwHJVITExQ8jZuJRFMR_K38vPMwawZvZCL6tQv6EE8kdRQK5Av_wOygjgHv-cvuPL2loHWmntRTyzoJ4-OZ0VS-A-Xktp99iOjWLNG4RYFU6W1CVN__2X7KeO_iMVQCMbwXg_OjELvwe8fjyrQJExkogCbuUFzhuEQTbTBnVIxPeHakR9pvM3C6ibP9Kt1OzRut-Fu3R1mJGcCk4vP8PiNLe8nqX_jXpA9jhYAIAN0yIQGZmZ6BVdqJG3X6w3LJXGVZuz5x1YY1psopiAVMJjl28yDJPGPWg4DRT--pnKhc2DrkgEtuyzwo28bJEdMZ1jtRK3QsiHFKXpBiMkN4nsOtxaa9d8VtlZNNvzA2qtb_4ufh-ZqpF7xEUY&refId=VpVLbUo%2BSFttinyWcgUXNQ%3D%3D&trackingId=3bD5MYbDY7aP8FygCoOFWg%3D%3D&trk=flagship3_search_srp_jobs","Kepala Mekanik AC Mobil - Tangerang","Tambora, Jakarta, Indonesia","3 weeks ago","On-site
                              

                              
                                Full-time
                              

                              
                                Entry level","Kepala Mekanik AC Mobil - Tangerang","Ansys Products, Autodesk Inventor, CATIA, Computer-Aided Design (CAD), Finite Element Analysis (FEA), Mechanical Engineering, PTC Creo, Piping, Project Engineering, and Teamwork"
"1726208610-18","https://www.linkedin.com/jobs/search/?currentJobId=3984543090&geoId=102478259&keywords=Mechanical&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true","Mechanic Trainee (Inspect)Mechanic Trainee (Inspect)","https://www.linkedin.com/jobs/view/3977671436/?eBP=CwEAAAGR6d1O5ZJ1M9ineLM2WqnZgjngOnBOqs_7LcZDJtPtYUAPeOn1DdWwxoSTwfsPtpgSSZije3kdBhwTUxZFa1oRxg3lk0P3ETth5mX-Gsaizh2tj3JunnJCNoqrhCOD-GCB1lnNo4eDxvAAVorsP0ktIYbxBY1-mQApqN0h8lBmqFk-7dOfVX4E_G0_2DUhz7hrg0qbJXmQNo08wa-3Kv6kdWwadsVlQwidWGbuYHZHeFpdH63ih00Rmd-MnKPCVwN5CpMThpycfwpChmWSzWHaTW7PPcUkR6JcLpHrFLmK13EqYUCB4pk5RsAsEk1p0LXOJ7CU_hoVMbO2bQscVC5JF9xCdHgnVkORp1cZZNzIivp_7TvAjDGwqVeSjGjPAt0WwYeuViET2dB8VJaGfI_UTdnmxYAmSOMNckfunWqtff8gw6g2jSutiv9x3MMZYPDZbEN1G5vaSq0LZxVN&refId=VpVLbUo%2BSFttinyWcgUXNQ%3D%3D&trackingId=F1Tr1qg7%2FgimJsfI4xfIlA%3D%3D&trk=flagship3_search_srp_jobs","Mechanic Trainee (Inspect)","Jakarta, Jakarta, Indonesia","1 month ago","On-site
                              

                              
                                Full-time
                              

                              
                                Internship","","Automotive, Automotive Repair, Hydraulics, Maintenance, and Troubleshooting"
"1726208626-19","https://www.linkedin.com/jobs/search/?currentJobId=3984543090&geoId=102478259&keywords=Mechanical&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true","Marine MechanicMarine Mechanic","https://www.linkedin.com/jobs/view/4006521878/?eBP=CwEAAAGR6d1O5YqopjOHQqegfnCVMeD5VOmo43CUTms9TNqjrnMFsTw1oKxnOCfrNdPIYWPlxpFcmciSvMgaGSptjMLJJ1oHK1kipwhaKiZffcQD2hAjaeim1_SphHfxtRokbggWkHbsFTFYGhBjyvw_g1niZL90_-wnBagVgodRxGiQfnTDIyYDuqUovv1nrjpTckUxc3GrQd6nuTsmEQI1EpF59hYwEoXcpo-jSIw1De8-4IBZgzh1vsPGcXZp_ItplPA3wgxyphmW1QuJvYMLERi5Bs709gs4hV0iPytKWmWEUBjVfWAZPwFEVorOmq__tiMiYzVr6VAdKva-E3HkCHB2OH8so_isUmZnOA98n8t1X8GQ7ZKM7RwhCrp84urT03Bjv9Z3lUL_evU1AQ4idJXhMOqsICGLHpEZgfOoVgeIC3LMLWKXlgehP_GuSOMYHTF1VhRyxgk1mci5HSyu&refId=VpVLbUo%2BSFttinyWcgUXNQ%3D%3D&trackingId=Q%2F6GmoPYh06GW105J1UBvQ%3D%3D&trk=flagship3_search_srp_jobs","Marine Mechanic","Jakarta, Jakarta, Indonesia","3 weeks ago","On-site
                              

                              
                                Full-time
                              

                              
                                Entry level","Marine Mechanic",""
"1726208643-20","https://www.linkedin.com/jobs/search/?currentJobId=3984543090&geoId=102478259&keywords=Mechanical&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true","Building TechnicianBuilding Technician","https://www.linkedin.com/jobs/view/3996545678/?eBP=CwEAAAGR6d1O5TRatGpQV1sCWhwzouV1WQOGugTp2w8--gW0UNahpQuqS6THwURJb-ytrV6-UPfVlVbJdbKSrxSPEZc_qqiCYH9mDajaHhpiMNarRmV5dNm2_4wmy4h7ai79QkEnQ5-UWP5qRkFxBmYd3PUVgYtmD1H0JT0dZGylfx0HGm06vQmJylYOZIEMXMWFm_ODUXFsEh_-mJjT43CUZPaAdbk2S3Fdf5mjRVdmjlfOZ70SRa8OwAx1UUcM8-b6iJgPflsYqZB8rGp69jUIB6L8YsKWhGLg_tvoiuy2vE-yOKbvjWx2wafDxHe9Lm1uinmu-tWWqa8IZU7w5-gJiMOoTOTXoo4h3Rdv_OBRD2PY8jLTXp8RpO0VlozVRaW9gxipykloQEIUWo3rgtKSl_lpcHZBUUuJsh3A4K3w2f_n2o92Fsfw1VpivZCa28gflpKvumldoIm-rT4h-QQf&refId=VpVLbUo%2BSFttinyWcgUXNQ%3D%3D&trackingId=xZKgqzD8oXrqe3kAaIEiFQ%3D%3D&trk=flagship3_search_srp_jobs","Building Technician","Jakarta Metropolitan Area","1 month ago","M null/month
                              

                              
                                On-site
                              

                              
                                Full-time
                              

                              
                                Mid-Senior level","Bekerjasama dengan atasan dan team sesuai dengan kebijakan, prosedur, dan jadwal yang telah ditetapkan. Menjalankan peralatan/mesin sesuai tugasnya. Melakukan pencatatan atas pemakaian mesin/peralatan sesuai jadwal. Memelihara mesin/peralatan. Melakukan pencatatan waktu dan suku cadang yang dipergunakan sesuai work order. Menjalankan semua peraturan tentang keselamatan kerja. Mengikuti semua instruksi/peraturan/tugas/ketentuan yang diberikan. Mengerjakan pekerjaan Instalasi Listrik, Sipil, Elektro, Plumbing, AC dan lain-lain",""
"1726209170-21","https://www.linkedin.com/jobs/search/?currentJobId=3984543090&geoId=102478259&keywords=Mechanical&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true","Mechanical API Inspector (Saudi Arabia)Mechanical API Inspector (Saudi Arabia)","https://www.linkedin.com/jobs/view/3891682030/?eBP=CwEAAAGR6d1O5QJAqrs5UGA5xxL5C4bBc2obRIdoroYCDbY-bzdK4V4H97FWT2KL0V9mtE05LBU5kftSfSjfEDHOEZs_W-osZW2zimvioVXjjmGhzDcRYszup4cqRTvE-6370bLEF2U7bbY2WewewHL_Env13Ryss9SVM0C6ok_1YjT61pNK9vGZbCB-dcOA1gnl139tABUwfSzMapMUpE2cntm9E1iJD48pnPtOet604IGSupKWcv7MRaHC3HZL1KlBLWMB1ANdOgHXEhkeX6XTCZNUCafEGTuICJJRSRErzZZSZh0SWJHvC8BVBT_DUKpR_SMxL__jmPKTO9eGt5-zwogyeMd_H-VicHcfFiVYxDI5AI8uj1jiUEKJauNv31Y3BAVgao0ReJLAkinQOZzELKZdbcPa9VEf4CsdKKtnSYsnVltS1_zoc8MRICQsxJ_XmWNxEkESuo8Xtdl9t4Dwic4&refId=VpVLbUo%2BSFttinyWcgUXNQ%3D%3D&trackingId=N0d4g1PhGvc%2F9a8YdCSIOA%3D%3D&trk=flagship3_search_srp_jobs","Mechanical API Inspector (Saudi Arabia)","Jakarta Metropolitan Area","5 months ago","On-site
                              

                              
                                Full-time
                              

                              
                                Mid-Senior level","Conduct inspections and evaluate the integrity and quality of mechanical equipment in accordance with API standardsPerform inspections on various projects within the Oil & Energy industry, including equipment such as pressure vessels, storage tanks, and piping systemsEnsure compliance with industry standards and regulations, including API 510, API 570, and other applicable codesReview technical drawings, specifications, and documentation to verify compliance with API standardsPerform Non-Destructive Testing (NDT) such as visual inspections, ultrasonic testing, magnetic particle testing, and radiographic testingDocument inspection findings and prepare reports detailing any non-conformancesCollaborate with cross-functional teams to address quality and compliance issuesMaintain up-to-date knowledge of industry trends and advancements in API inspection techniques",""
"1726209523-22","https://www.linkedin.com/jobs/search/?currentJobId=3984543090&geoId=102478259&keywords=Mechanical&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true","Teknisi Mekanik, Elektrik & PlumbingTeknisi Mekanik, Elektrik & Plumbing","https://www.linkedin.com/jobs/view/4011590692/?eBP=CwEAAAGR6du0ywcSWBKcjDOxjrdkSG-IqyO672ntmmE86jlM1_jU3AeeREYGxOxKDJTWTT_1QkeCoHSjQCOK3ITVzXZIRA_6GfZgNLfvyEx1HbX1odPuYpge8THqzzz8j9CpWjB17lZWE2KWAnipMIn4HBhF92GfUpYVYn88FB4W-v6RmaVrH3JMyCttRGsw2LBcgtCAHbuwLYlzLvBhVgKkEReUrCwPNSx7G4duMuTuUT0DXpj9ZOtBgjkA-YbNJKuiga66Vc_yZ_CF-7jRQftpRmxraMF6W_9AUrhCMLiti8YRsBpNDdWrlBkUf18-fDjsXk2ctBf6WD108qpXKPHa9vgqElkIQqM0DXT2QX05rWbtXkYNgAAkdGVBiP0Ri4rX4pau5Nzg9PdNygBhHSfdzLF8K9HoO4-Wv7nGcFpXgjCjcLce8o98QkhujpFjVcCmGLZMTXbcJoQaVAZ99OsD3YI&refId=vpH4RQl%2BfJqMI%2FgFc2Vd0Q%3D%3D&trackingId=ofi9lwOBNzDlyn556YUM6w%3D%3D&trk=flagship3_search_srp_jobs","Teknisi Mekanik, Elektrik & Plumbing","Bandung, West Java, Indonesia","2 weeks ago","M null/month - M null/month
                              

                              
                                On-site
                              

                              
                                Contract","Memiliki pengalaman kerja mendesain dan memimpin sebuah tim selama 3-5 tahunMemiliki portofolio gambar kerja dan laporan perencanaan MEPDapat mengoperasikan BIM menjadi nilai plus","Autodesk Inventor, CATIA, Computer-Aided Design (CAD), Construction Engineering, English, Finite Element Analysis (FEA), Mechanical Engineering, Mechanical, Electrical, and Plumbing (MEP), Modeling and Simulation, and PTC Creo"
"1726209555-23","https://www.linkedin.com/jobs/search/?currentJobId=3984543090&geoId=102478259&keywords=Mechanical&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true","Specialist Facilities Engineer - Mechanical (Saudi Arabia)Specialist Facilities Engineer - Mechanical (Saudi Arabia)","https://www.linkedin.com/jobs/view/3961522685/?eBP=CwEAAAGR6du0ywXBK9MKOSogjRUidM6bVEazKlwACfUi_AHXArDreZTAtVsmxMBUYYJaFzX-zUAOlgR-ru8YNRJtkwRAPYsjLoPsPWrwlHVn-FtY4ymtfh7Hacq0zq5_BP1N9OzOcg89fLJ532qoveByVJb8GeKz-oJvj-_WRRn0azXEa8-20_8mvGpZ90KlPzOHf0UevJ0vHg-1tn4CCLJ2_BGnZUvVThUYeN7orDqCW0i0nl3pEfKyd1eDb-vJp-Kd-mELKCxman9rFy8QakaCyqHf-gWToU6MCDXlnzIaosiyzWktoZx4GScXAcAjnv9KukhUmBRXc9uMIbA4euhxDCfuYLuf2t7jLs8mfis_mvOOI5oSxr24ZyCdF0KybHIHiKZ5e_pGSa7vMXpWFyq5rxAq9QXsCgW8vPPu-CrYfnowHDBQzYGE1RdzQVEL104E4FnzfpGtCi41FRvmJRWhSPs&refId=vpH4RQl%2BfJqMI%2FgFc2Vd0Q%3D%3D&trackingId=tJUuV%2FGhCeCAXQgXlD61SQ%3D%3D&trk=flagship3_search_srp_jobs","Specialist Facilities Engineer - Mechanical (Saudi Arabia)","Jakarta Metropolitan Area","2 months ago","On-site
                              

                              
                                Full-time
                              

                              
                                Mid-Senior level","Support, motivate and develop the hard (mechanical) services team to ensure high-performance delivery Oversee the operation, maintenance, and optimization of Heating, Ventilation, and Air Conditioning (HVAC) systems Implement advanced control strategies to ensure optimal comfort levels and energy efficiency Supervise and maintain plumbing systems, including water distribution, drainage, and sewage disposal, to ensure uninterrupted and luxurious guest experiences Implement water conservation measures without compromising service quality Ensure the proper operation and maintenance of fire suppression systems, including sprinklers and fire pumps, to guarantee the safety of guests and staff Conduct regular inspections and tests to comply with safety regulations Respond promptly to mechanical issues, employing innovative solutions and coordinating with external contractors for specialized repairs or installations Ensure quick resolution of issues to maintain the seamless luxury experience Conduct regular safety audits and training sessions for resort staff involved in mechanical operations Supervises and motivates staff to ensure an acceptable level of performance Foster strong relationships with stakeholders, ensuring their expectations are met and exceeded in terms of mechanical services provision","Communication and Problem Solving"
"1726209596-24","https://www.linkedin.com/jobs/search/?currentJobId=3984543090&geoId=102478259&keywords=Mechanical&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true","Technician 
    
    

Technician with verification","https://www.linkedin.com/jobs/view/3871519149/?eBP=CwEAAAGR6du0y9fQmfyu33eYCfxWmRwxpm3JboE6fGL1-0aZja061yLxyMGAJK8AF3RcRn6gRUHHtWVwaVW_dgiaTmbYApaiZwJ6dUaZcNrJELno5Isy1UHySnlywZz3rr5NFnMy5vqmhSsoZZG0c0Zs8ETEDzFC-54ogD0AwnAMC95hv_Hw_rUXdYvV1lg-D4OPo51j6db5eyp7V_1ZgcUz3hYIO0qY392kZOSq1NUoPVOOWo-rsXq4NmtaTZg52LrBlCm73m8qo-cipeqD8zb8xpLXVjTR5eT_6OjMIZmamJPtkWpBXg4IzKGHCpHlEpIQZVFadZHBkXkv-7ZxsNI8vlw6up4tyeRBsaNYr5R_7eO9EO-w4aWT5COQq2fppZt9SJT6P6uAkE6KgBtd9VUGnR2zbMg0ubHT-MYUfxMM5IRZZrKB3vNIkcn1J3agEP6JLIOBrHeqJSes2MsoBevIyl0&refId=vpH4RQl%2BfJqMI%2FgFc2Vd0Q%3D%3D&trackingId=piRMwTDx6mnFd27vt21cug%3D%3D&trk=flagship3_search_srp_jobs","Technician","Kuala Kencana, Papua, Indonesia","5 months ago","On-site
                              

                              
                                Full-time
                              

                              
                                Entry level","Responsible for performing contamination control and safety activity related technical job process and refer to standard manual or procedure. -Responsible for activating to reduce waste and contribute to continuous improvement. - Responsible for completing all document related service administration and technical/ technology job processes refer to standard manual or procedure. - Responsible for processing parts request and return related to technical/ technology job processes and refer to standard manual or procedure and ensuring the parts/components in good condition when it is handover to customer. - Responsible for ensuring tools and equipment utilization related technical/ technology job processes and refer to standard manual or procedure, including ensure tools and equipment in good conditions. - Responsible for mechanical jobs process (D/A, R/I, PM, Recondition and Technical Analysis 1) and refer to standard manual or procedure. -Responsible for defining services requirement (revenue, warranty or guarantee) related customer request. - Responsible for ensuring the implementation of corporate standard procedures and Best Practice. - Responsible for ensuring Service activity in quick respond, meet target completion and customer requirement, as well as maintaining satisfactory quality of technical/ technology job processes and results. - Responsible for giving technical explanation to the customer related problem solving under guidance.",""
"1726209624-25","https://www.linkedin.com/jobs/search/?currentJobId=3984543090&geoId=102478259&keywords=Mechanical&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true","MEKANIK MOBIL AREA DENPASAR - BALIMEKANIK MOBIL AREA DENPASAR - BALI","https://www.linkedin.com/jobs/view/4022214665/?eBP=CwEAAAGR6du0y8wFEKPE80xNuXg6DEvv9e6FvjqVQGpBaHKyLH2YT85U8n-aU_9nJbIXIQ_jf0PJOFL2N7aVGPrXQqrtBp7YjhQuMXcpwb8FEp986mkMptMsm4ZeyYE3BbDSWcoYwqMQO8TVK4X99-RO9WaYXvlu7GByHZZmxA47AbK1-M4jRu4U1fk4jskJsHBHdiJXM7nAONiNztcGH_KhfG2c1v3wl1qIJJlNTIzHmJN7XuuZzShNFTO7uosbeZIdRIK_gfSBX5NUhp54xfuvwUkOwXW6JU-zA6199qGjvNGgYhBhbWPSmQW9EF-9r3QnM0FSxH7KxNjKZl94NnMCbTVmHFjVDgjU1mSGiASjZ8CbUhykHNfZNjYa5NF6lkr--w8YCh4OxjMhyH0EZjksJ3vy1JJmsJJUtZdn3UKGmqL8ilFLtBk-BKKgSKivnccQPwoGkGZv4YEefPzaklBS-Vaz0g&refId=vpH4RQl%2BfJqMI%2FgFc2Vd0Q%3D%3D&trackingId=0CvJx8M51d%2FUfsQyt%2BdrWA%3D%3D&trk=flagship3_search_srp_jobs","MEKANIK MOBIL AREA DENPASAR - BALI","Denpasar, Bali, Indonesia","1 day ago","On-site
                              

                              
                                Full-time
                              

                              
                                Entry level","MENYIAPKAN MOBIL UNTUK DI RENTAL MELAKUKAN PERBAIKAN/MEMERIKSA KEADAAN MOBIL MEMBERSIKAN SELURUH BODI MOBIL PERAWATAN MOBIL","CATIA, English, Maintenance, Mechanical Engineering, and Teamwork"
